Filename,tEntropy,tBrenner,fMoments,fMean,fSTD,fEntropy,fTh,fMaxPw,Skew,Kurtosis,MeanBin,cv,SpatEntNorm,SpectMean,SpectSTDNorm,InvSpectSTDNorm,SpectEntNorm,SkewNorm,KurtosisNorm,SpectHighPowerNorm,MeanBinNorm,BrennerNorm,SpectMomentsNorm
/content/data/channel_0_GFP-PFAC+dsredLNCaP_col_D1-14_F10_1_2012y12m12d_10h00m (57).jpg,4.185545403058885,83252847.0,12.331211895492304,9223.65741665052,3029.685853272835,5.300220923022577,2450839328.5371704,5779.471517069043,0.1720661480204894,-1.132930796505674,15112.114220101404,0.3284690352661684,0.9834962009092646,1.0,1.0,0.0,0.9925853659266487,0.32696018146407035,0.9767800909074787,1.0,1.0,1.0,1.0
/content/data/channel_0_GFP-PFAC+dsredLNCaP_col_D1-14_F10_1_2012y12m12d_10h00m (55).jpg,4.255781973727253,83060362.0,12.171655641810036,9075.353960204233,3014.6515312750944,5.339813687535526,2450839328.5371704,5657.012949384628,0.1579953782966951,-1.1598627030298327,15043.72355196498,0.3321800498905557,1.0,0.9839214045202319,0.9950376630694235,0.004962336930576461,1.0,0.38199824915206015,1.0,0.9788114592618464,0.9954744473777565,0.9976879469359168,0.9870607808028509
/content/data/channel_0_GFP-PFAC+dsredLNCaP_col_D1-14_F10_1_2012y12m12d_10h00m (56).jpg,2.962749009498016,17055870.0,0.8893625853768807,411.8412273436985,241.72111861282409,4.93366176460104,2675392670.1570683,178.84146354085962,0.255655227642826,-0.6996274222207073,952.8617916110276,0.5869279289299948,0.6961702990868239,0.04465053381105026,0.07978421866798616,0.9202157813320139,0.9239389336967792,0.0,0.60319848236616,0.030944259005805413,0.06305284473985624,0.20486830918827317,0.07212288564289361
